0.0,62349.55047516929,80197.06202512646,21888.471878605782,22864.501062142725,4146.841456552093,15829.528766243016,56835.90848747994,21003.253822794817,15285.88434952075,36084.32099507808,38583.94781869942,26065.016801294612,17426.915585037365,28824.854794764076,31960.17435164357,33929.37163078879,48484.980233092356,45589.3772697582,45576.78665072577,41949.43436087818,39548.662658210815,39548.662658210815,41026.603960471744,16897.40016371123,16897.112317780557,16561.400634253157,36652.94851014932,36926.90404178087,36919.49872608336,36680.649269942296,55368.90401705706,55729.33321515653,31610.79605984075,38583.94781869942,11889.239015035399,32936.88452403173,35508.68951938787
62349.55047516929,0.0,18046.52774293701,47865.11550895653,73497.29934742214,58275.80376033307,72844.55284046193,34994.501331457934,57338.2018498146,47855.13139549425,29198.326762872723,90705.79672336308,71612.81900586282,66596.65861933671,34199.36825544442,30806.46026765806,28642.761587053064,17681.01036326805,18201.77073145011,18224.81686983268,21001.243398198734,22845.521953449515,22845.521953449515,21667.648398882262,78222.02054592886,78215.82768908242,78717.97828719033,89080.7988643641,89360.83950185188,89369.17571450886,88823.78784732091,28472.345647447142,29148.666941440853,84762.57786235411,90705.79672336308,73677.98281771541,82907.26060286844,29849.36415518818
80197.06202512646,18046.52774293701,0.0,65796.13662107347,89994.12420469137,76095.41357154478,90035.75500717317,47734.515879948594,75176.99755140486,65859.91459512369,47089.75475659051,106755.92214694669,87619.0551906417,83329.79649695505,52238.91943313206,48838.04998233968,46656.56850717412,34990.128926276244,36116.638445606965,36138.12377144389,39044.19935712497,40820.732606033824,40820.732606033824,39711.28810374008,96214.68646825696,96208.78793678287,96635.2490469156,105223.79811200548,105496.58690268907,105507.01338041067,104932.41117226641,38063.98071216508,38508.46887557924,101137.49556127746,106755.92214694669,91627.89384698829,98910.26130542232,47744.05527174259
21888.471878605782,47865.11550895653,65796.13662107347,0.0,43313.73006589251,19540.730245277704,37474.12352821783,35193.547586410554,9716.618892322802,10157.406623812889,18710.06175059814,60104.77887200036,45147.63860093293,36609.566439812465,15244.49572075608,18460.873109119377,20725.900822838805,31214.44099775565,29684.216124135826,29662.28408674442,27071.81558759568,26361.474515070848,26361.474515070848,26680.098375969534,33160.662421041736,33149.055310375596,34871.839952259405,58177.081064623475,58458.16560972549,58452.96639203385,58161.054164893634,51224.63821932944,51821.12979842719,53122.49547231973,60104.77887200036,29708.624279812357,53866.01655641616,18055.21621978841
22864.501062142725,73497.29934742214,89994.12420469137,43313.73006589251,0.0,23931.522285488616,8792.796332588217,76540.34742026414,43852.08428436715,34236.65718589113,52822.72241498704,17758.973540933115,5462.278549050247,7274.9874019628,44751.40503578658,46947.96619658951,48214.25788768428,63577.54263768716,59828.93129830185,59825.84399939524,55872.754236687055,52576.98159432245,52576.98159432245,54684.09688920723,28952.046812579123,28967.110933230266,25670.37525174319,15951.875596478914,16241.243010330556,16244.483223666997,15787.195647599394,57339.665134270406,57404.52274330826,11304.170318500215,17758.973540933115,25568.468020574375,10649.336884573999,52393.65037171528
4146.841456552093,58275.80376033307,76095.41357154478,19540.730245277704,23931.522285488616,0.0,18029.70036163458,53938.32425106671,20472.620212500187,11723.842906439462,32403.438830003248,40569.187181753776,26359.762762011444,17632.296273530956,24955.882119536327,28018.351769769604,29939.948923169628,44663.146420163845,41666.34999344067,41654.56705847209,37980.49787192064,35503.89223444713,35503.89223444713,37031.95165525499,20969.40647803888,20968.31201549001,20708.080537165886,38642.76465178469,38924.60687823002,38919.70292028686,38622.58646881245,51412.13136385598,51788.37481419411,33589.691340170146,40569.187181753776,15999.4719378617,34389.70578000578,31846.503039983487
15829.528766243016,72844.55284046193,90035.75500717317,37474.12352821783,8792.796332588217,18029.70036163458,0.0,71917.59835581337,36605.27164609742,29458.420886391108,49494.526705776276,22754.431331006785,13799.996212748996,8701.506733551847,41612.564988082195,44262.956497062354,45854.84642851959,61134.74763320606,57707.93462683749,57700.72295258461,53823.10015030746,50837.23462276859,50837.23462276859,52724.798583119766,20229.478064433428,20243.973432684666,17069.498872103475,20823.420175406485,21097.45589735517,21090.10400853582,20853.70136854677,59950.41005757918,60122.96121996731,15783.177631876726,22754.431331006785,16783.198015579877,17455.533506232518,48992.17113127508
56835.90848747994,34994.501331457934,47734.515879948594,35193.547586410554,76540.34742026414,53938.32425106671,71917.59835581337,0.0,40809.36868046125,42518.33425448257,25257.111676346176,94036.30189378683,77178.66204315209,69371.79655628417,32894.549525043185,31972.819744125765,31911.128394918254,21947.764330887672,25600.686905572904,25577.99580287312,28033.283906176737,31402.52164048438,31402.52164048438,29153.60387820719,67683.4709152369,67669.75924803755,69771.43773418918,92138.76932897329,92426.60018550146,92424.72766569158,92060.02812529697,56893.37118970751,57656.76866878161,87139.12529699737,94036.30189378683,64691.02501201586,87177.50065172107,25454.222245652363
21003.253822794817,57338.2018498146,75176.99755140486,9716.618892322802,43852.08428436715,20472.620212500187,36605.27164609742,40809.36868046125,0.0,16305.41644158945,28141.43753768141,59241.56715995475,46747.28244710831,38013.08311050484,24905.748359843907,28164.281430323135,30435.559754281847,40342.03609590033,39136.600097388524,39113.475673643516,36692.360963765634,36075.24593345895,36075.24593345895,36346.66652153425,27150.52449188372,27135.39476282238,29642.402268196827,57320.24885107004,57585.492640444165,57575.99283480947,57386.84758224808,60490.58054212597,61060.9756281864,52326.305342702995,59241.56715995475,24874.251787879275,53906.36864882158,27491.76763160073
15285.88434952075,47855.13139549425,65859.91459512369,10157.406623812889,34236.65718589113,11723.842906439462,29458.420886391108,42518.33425448257,16305.41644158945,0.0,20800.336026841196,51555.759067985906,35545.2993939105,27239.1397696105,13779.011970408801,17083.965824877712,19212.67771383145,33273.64098471035,30555.2995531208,30540.824825803527,27066.902103753007,25043.05466754758,25043.05466754758,26248.60991650261,30369.03324552466,30362.673902847815,31033.273403354513,49649.93473638751,49936.86122521667,49934.378582479,49583.738158224165,45471.76015211816,45977.82739048676,44635.73560600987,51555.759067985906,25909.52432329842,44881.75158805888,20222.945552828554
